Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths)
Czech Republic,CZE,"Mar 20, 2020",0
Czech Republic,CZE,"Mar 21, 2020",0
Czech Republic,CZE,"Mar 22, 2020",0
Czech Republic,CZE,"Mar 23, 2020",1
Czech Republic,CZE,"Mar 24, 2020",1
Czech Republic,CZE,"Mar 25, 2020",3
Czech Republic,CZE,"Mar 26, 2020",6
Czech Republic,CZE,"Mar 27, 2020",9
Czech Republic,CZE,"Mar 28, 2020",9
Czech Republic,CZE,"Mar 29, 2020",11
Czech Republic,CZE,"Mar 30, 2020",16
Czech Republic,CZE,"Mar 31, 2020",24
Czech Republic,CZE,"Apr 1, 2020",31
Czech Republic,CZE,"Apr 2, 2020",39
Czech Republic,CZE,"Apr 3, 2020",44
Czech Republic,CZE,"Apr 4, 2020",53
Czech Republic,CZE,"Apr 5, 2020",59
Czech Republic,CZE,"Apr 6, 2020",67
Czech Republic,CZE,"Apr 7, 2020",78
Czech Republic,CZE,"Apr 8, 2020",88
Czech Republic,CZE,"Apr 9, 2020",99
Czech Republic,CZE,"Apr 10, 2020",112
Czech Republic,CZE,"Apr 11, 2020",119
Czech Republic,CZE,"Apr 12, 2020",129
Czech Republic,CZE,"Apr 13, 2020",138
Czech Republic,CZE,"Apr 14, 2020",143
Czech Republic,CZE,"Apr 15, 2020",161
Czech Republic,CZE,"Apr 16, 2020",166
Czech Republic,CZE,"Apr 17, 2020",169
Czech Republic,CZE,"Apr 18, 2020",173
Czech Republic,CZE,"Apr 19, 2020",181
Czech Republic,CZE,"Apr 20, 2020",188
Czech Republic,CZE,"Apr 21, 2020",196
Czech Republic,CZE,"Apr 22, 2020",201
Czech Republic,CZE,"Apr 23, 2020",210
Czech Republic,CZE,"Apr 24, 2020",213
Czech Republic,CZE,"Apr 25, 2020",215
Czech Republic,CZE,"Apr 26, 2020",218
Czech Republic,CZE,"Apr 27, 2020",221
Czech Republic,CZE,"Apr 28, 2020",223
Czech Republic,CZE,"Apr 29, 2020",227
Czech Republic,CZE,"Apr 30, 2020",227
Czech Republic,CZE,"May 1, 2020",236
Czech Republic,CZE,"May 2, 2020",240
Czech Republic,CZE,"May 3, 2020",245
Czech Republic,CZE,"May 4, 2020",248
Czech Republic,CZE,"May 5, 2020",252
Czech Republic,CZE,"May 6, 2020",257
Czech Republic,CZE,"May 7, 2020",262
Czech Republic,CZE,"May 8, 2020",270
Czech Republic,CZE,"May 9, 2020",273
Czech Republic,CZE,"May 10, 2020",276
Czech Republic,CZE,"May 11, 2020",280
Czech Republic,CZE,"May 12, 2020",282
Czech Republic,CZE,"May 13, 2020",283
Czech Republic,CZE,"May 14, 2020",290
Czech Republic,CZE,"May 15, 2020",293
Czech Republic,CZE,"May 16, 2020",295
Czech Republic,CZE,"May 17, 2020",296
Czech Republic,CZE,"May 18, 2020",297
Czech Republic,CZE,"May 19, 2020",297
Czech Republic,CZE,"May 20, 2020",302
Czech Republic,CZE,"May 21, 2020",304
Czech Republic,CZE,"May 22, 2020",306
Czech Republic,CZE,"May 23, 2020",312
Czech Republic,CZE,"May 24, 2020",314
Czech Republic,CZE,"May 25, 2020",315
Czech Republic,CZE,"May 26, 2020",317
Czech Republic,CZE,"May 27, 2020",317
Czech Republic,CZE,"May 28, 2020",317
Czech Republic,CZE,"May 29, 2020",319
Czech Republic,CZE,"May 30, 2020",319
Czech Republic,CZE,"May 31, 2020",319
Czech Republic,CZE,"Jun 1, 2020",320
Czech Republic,CZE,"Jun 2, 2020",321
Czech Republic,CZE,"Jun 3, 2020",323
Czech Republic,CZE,"Jun 4, 2020",324
Czech Republic,CZE,"Jun 5, 2020",326
Czech Republic,CZE,"Jun 6, 2020",327
Czech Republic,CZE,"Jun 7, 2020",327
Czech Republic,CZE,"Jun 8, 2020",327
Czech Republic,CZE,"Jun 9, 2020",328
Czech Republic,CZE,"Jun 10, 2020",328
Czech Republic,CZE,"Jun 11, 2020",328
Czech Republic,CZE,"Jun 12, 2020",329
Czech Republic,CZE,"Jun 13, 2020",329
Czech Republic,CZE,"Jun 14, 2020",329
Czech Republic,CZE,"Jun 15, 2020",329
Czech Republic,CZE,"Jun 16, 2020",330
Czech Republic,CZE,"Jun 17, 2020",331
Czech Republic,CZE,"Jun 18, 2020",333
Czech Republic,CZE,"Jun 19, 2020",334
Czech Republic,CZE,"Jun 20, 2020",335
Czech Republic,CZE,"Jun 21, 2020",336
Czech Republic,CZE,"Jun 22, 2020",336
Czech Republic,CZE,"Jun 23, 2020",336
Czech Republic,CZE,"Jun 24, 2020",339
Czech Republic,CZE,"Jun 25, 2020",343
Czech Republic,CZE,"Jun 26, 2020",345
Czech Republic,CZE,"Jun 27, 2020",345
Czech Republic,CZE,"Jun 28, 2020",347
Czech Republic,CZE,"Jun 29, 2020",348
Czech Republic,CZE,"Jun 30, 2020",348
Czech Republic,CZE,"Jul 1, 2020",349
Czech Republic,CZE,"Jul 2, 2020",349
Czech Republic,CZE,"Jul 3, 2020",351
Czech Republic,CZE,"Jul 4, 2020",352
Czech Republic,CZE,"Jul 5, 2020",351
Czech Republic,CZE,"Jul 6, 2020",348
Czech Republic,CZE,"Jul 7, 2020",350
Czech Republic,CZE,"Jul 8, 2020",351
Czech Republic,CZE,"Jul 9, 2020",351
Czech Republic,CZE,"Jul 10, 2020",352
Czech Republic,CZE,"Jul 11, 2020",352
Czech Republic,CZE,"Jul 12, 2020",352
Czech Republic,CZE,"Jul 13, 2020",352
Czech Republic,CZE,"Jul 14, 2020",353
Czech Republic,CZE,"Jul 15, 2020",355
Czech Republic,CZE,"Jul 16, 2020",355
Czech Republic,CZE,"Jul 17, 2020",355
Czech Republic,CZE,"Jul 18, 2020",358
Czech Republic,CZE,"Jul 19, 2020",358
Democratic Republic of Congo,COD,"Mar 11, 2020",0
Democratic Republic of Congo,COD,"Mar 14, 2020",0
Democratic Republic of Congo,COD,"Mar 15, 2020",0
Democratic Republic of Congo,COD,"Mar 16, 2020",0
Democratic Republic of Congo,COD,"Mar 17, 2020",0
Democratic Republic of Congo,COD,"Mar 18, 2020",0
Democratic Republic of Congo,COD,"Mar 19, 2020",0
Democratic Republic of Congo,COD,"Mar 20, 2020",0
Democratic Republic of Congo,COD,"Mar 21, 2020",0
Democratic Republic of Congo,COD,"Mar 22, 2020",1
Democratic Republic of Congo,COD,"Mar 23, 2020",2
Democratic Republic of Congo,COD,"Mar 24, 2020",2
Democratic Republic of Congo,COD,"Mar 25, 2020",3
Democratic Republic of Congo,COD,"Mar 26, 2020",3
Democratic Republic of Congo,COD,"Mar 27, 2020",4
Democratic Republic of Congo,COD,"Mar 28, 2020",4
Democratic Republic of Congo,COD,"Mar 29, 2020",6
Democratic Republic of Congo,COD,"Mar 30, 2020",8
Democratic Republic of Congo,COD,"Mar 31, 2020",8
Democratic Republic of Congo,COD,"Apr 1, 2020",8
Democratic Republic of Congo,COD,"Apr 2, 2020",11
Democratic Republic of Congo,COD,"Apr 3, 2020",11
Democratic Republic of Congo,COD,"Apr 4, 2020",13
Democratic Republic of Congo,COD,"Apr 5, 2020",18
Democratic Republic of Congo,COD,"Apr 6, 2020",18
Democratic Republic of Congo,COD,"Apr 7, 2020",18
Democratic Republic of Congo,COD,"Apr 8, 2020",18
Democratic Republic of Congo,COD,"Apr 9, 2020",20
Democratic Republic of Congo,COD,"Apr 10, 2020",20
Democratic Republic of Congo,COD,"Apr 11, 2020",20
Democratic Republic of Congo,COD,"Apr 12, 2020",20
Democratic Republic of Congo,COD,"Apr 13, 2020",20
Democratic Republic of Congo,COD,"Apr 14, 2020",20
Democratic Republic of Congo,COD,"Apr 15, 2020",21
Democratic Republic of Congo,COD,"Apr 16, 2020",22
Democratic Republic of Congo,COD,"Apr 17, 2020",23
Democratic Republic of Congo,COD,"Apr 18, 2020",25
Democratic Republic of Congo,COD,"Apr 19, 2020",25
Democratic Republic of Congo,COD,"Apr 20, 2020",25
Democratic Republic of Congo,COD,"Apr 21, 2020",25
Democratic Republic of Congo,COD,"Apr 22, 2020",25
Democratic Republic of Congo,COD,"Apr 23, 2020",25
Democratic Republic of Congo,COD,"Apr 24, 2020",25
Democratic Republic of Congo,COD,"Apr 25, 2020",28
Democratic Republic of Congo,COD,"Apr 26, 2020",28
Democratic Republic of Congo,COD,"Apr 27, 2020",28
Democratic Republic of Congo,COD,"Apr 28, 2020",30
Democratic Republic of Congo,COD,"Apr 29, 2020",30
Democratic Republic of Congo,COD,"Apr 30, 2020",31
Democratic Republic of Congo,COD,"May 1, 2020",31
Democratic Republic of Congo,COD,"May 2, 2020",32
Democratic Republic of Congo,COD,"May 3, 2020",33
Democratic Republic of Congo,COD,"May 4, 2020",34
Democratic Republic of Congo,COD,"May 5, 2020",34
Democratic Republic of Congo,COD,"May 6, 2020",34
Democratic Republic of Congo,COD,"May 7, 2020",36
Democratic Republic of Congo,COD,"May 8, 2020",36
Democratic Republic of Congo,COD,"May 9, 2020",39
Democratic Republic of Congo,COD,"May 10, 2020",41
Democratic Republic of Congo,COD,"May 11, 2020",41
Democratic Republic of Congo,COD,"May 12, 2020",44
Democratic Republic of Congo,COD,"May 13, 2020",50
Democratic Republic of Congo,COD,"May 14, 2020",50
Democratic Republic of Congo,COD,"May 15, 2020",50
Democratic Republic of Congo,COD,"May 16, 2020",60
Democratic Republic of Congo,COD,"May 17, 2020",60
Democratic Republic of Congo,COD,"May 18, 2020",60
Democratic Republic of Congo,COD,"May 19, 2020",61
Democratic Republic of Congo,COD,"May 20, 2020",61
Democratic Republic of Congo,COD,"May 21, 2020",61
Democratic Republic of Congo,COD,"May 22, 2020",63
Democratic Republic of Congo,COD,"May 23, 2020",63
Democratic Republic of Congo,COD,"May 24, 2020",63
Democratic Republic of Congo,COD,"May 25, 2020",67
Democratic Republic of Congo,COD,"May 26, 2020",67
Democratic Republic of Congo,COD,"May 27, 2020",67
Democratic Republic of Congo,COD,"May 28, 2020",68
Democratic Republic of Congo,COD,"May 29, 2020",69
Democratic Republic of Congo,COD,"May 30, 2020",69
Democratic Republic of Congo,COD,"May 31, 2020",69
Democratic Republic of Congo,COD,"Jun 1, 2020",71
Democratic Republic of Congo,COD,"Jun 2, 2020",72
Democratic Republic of Congo,COD,"Jun 3, 2020",72
Democratic Republic of Congo,COD,"Jun 4, 2020",75
Democratic Republic of Congo,COD,"Jun 5, 2020",78
Democratic Republic of Congo,COD,"Jun 6, 2020",81
Democratic Republic of Congo,COD,"Jun 7, 2020",81
Democratic Republic of Congo,COD,"Jun 8, 2020",85
Democratic Republic of Congo,COD,"Jun 9, 2020",87
Democratic Republic of Congo,COD,"Jun 10, 2020",89
Democratic Republic of Congo,COD,"Jun 11, 2020",95
Democratic Republic of Congo,COD,"Jun 12, 2020",97
Democratic Republic of Congo,COD,"Jun 13, 2020",100
Democratic Republic of Congo,COD,"Jun 14, 2020",105
Democratic Republic of Congo,COD,"Jun 15, 2020",106
Democratic Republic of Congo,COD,"Jun 16, 2020",112
Democratic Republic of Congo,COD,"Jun 17, 2020",112
Democratic Republic of Congo,COD,"Jun 18, 2020",115
Democratic Republic of Congo,COD,"Jun 19, 2020",117
Democratic Republic of Congo,COD,"Jun 20, 2020",121
Democratic Republic of Congo,COD,"Jun 21, 2020",124
Democratic Republic of Congo,COD,"Jun 22, 2020",130
Democratic Republic of Congo,COD,"Jun 23, 2020",135
Democratic Republic of Congo,COD,"Jun 24, 2020",135
Democratic Republic of Congo,COD,"Jun 25, 2020",135
Democratic Republic of Congo,COD,"Jun 26, 2020",142
Democratic Republic of Congo,COD,"Jun 27, 2020",149
Democratic Republic of Congo,COD,"Jun 28, 2020",149
Democratic Republic of Congo,COD,"Jun 29, 2020",157
Democratic Republic of Congo,COD,"Jun 30, 2020",167
Democratic Republic of Congo,COD,"Jul 1, 2020",169
Democratic Republic of Congo,COD,"Jul 2, 2020",174
Democratic Republic of Congo,COD,"Jul 3, 2020",175
Democratic Republic of Congo,COD,"Jul 4, 2020",175
Democratic Republic of Congo,COD,"Jul 5, 2020",181
Democratic Republic of Congo,COD,"Jul 6, 2020",181
Democratic Republic of Congo,COD,"Jul 7, 2020",182
Democratic Republic of Congo,COD,"Jul 8, 2020",182
Democratic Republic of Congo,COD,"Jul 9, 2020",184
Democratic Republic of Congo,COD,"Jul 10, 2020",188
Democratic Republic of Congo,COD,"Jul 11, 2020",188
Democratic Republic of Congo,COD,"Jul 12, 2020",188
Democratic Republic of Congo,COD,"Jul 13, 2020",188
Democratic Republic of Congo,COD,"Jul 14, 2020",189
Democratic Republic of Congo,COD,"Jul 15, 2020",189
Democratic Republic of Congo,COD,"Jul 16, 2020",191
Democratic Republic of Congo,COD,"Jul 17, 2020",192
Democratic Republic of Congo,COD,"Jul 18, 2020",192
Democratic Republic of Congo,COD,"Jul 19, 2020",192
Denmark,DNK,"Dec 31, 2019",0
Denmark,DNK,"Jan 1, 2020",0
Denmark,DNK,"Jan 2, 2020",0
Denmark,DNK,"Jan 3, 2020",0
Denmark,DNK,"Jan 4, 2020",0
Denmark,DNK,"Jan 5, 2020",0
Denmark,DNK,"Jan 6, 2020",0
Denmark,DNK,"Jan 7, 2020",0
Denmark,DNK,"Jan 8, 2020",0
Denmark,DNK,"Jan 9, 2020",0
Denmark,DNK,"Jan 10, 2020",0
Denmark,DNK,"Jan 11, 2020",0
Denmark,DNK,"Jan 12, 2020",0
Denmark,DNK,"Jan 13, 2020",0
Denmark,DNK,"Jan 14, 2020",0
Denmark,DNK,"Jan 15, 2020",0
Denmark,DNK,"Jan 16, 2020",0
Denmark,DNK,"Jan 17, 2020",0
Denmark,DNK,"Jan 18, 2020",0
Denmark,DNK,"Jan 19, 2020",0
Denmark,DNK,"Jan 20, 2020",0
Denmark,DNK,"Jan 21, 2020",0
Denmark,DNK,"Jan 22, 2020",0
Denmark,DNK,"Jan 23, 2020",0
Denmark,DNK,"Jan 24, 2020",0
Denmark,DNK,"Jan 25, 2020",0
Denmark,DNK,"Jan 26, 2020",0
Denmark,DNK,"Jan 27, 2020",0
Denmark,DNK,"Jan 28, 2020",0
Denmark,DNK,"Jan 29, 2020",0
Denmark,DNK,"Jan 30, 2020",0
Denmark,DNK,"Jan 31, 2020",0
Denmark,DNK,"Feb 1, 2020",0
Denmark,DNK,"Feb 2, 2020",0
Denmark,DNK,"Feb 3, 2020",0
Denmark,DNK,"Feb 4, 2020",0
Denmark,DNK,"Feb 5, 2020",0
Denmark,DNK,"Feb 6, 2020",0
Denmark,DNK,"Feb 7, 2020",0
Denmark,DNK,"Feb 8, 2020",0
Denmark,DNK,"Feb 9, 2020",0
Denmark,DNK,"Feb 10, 2020",0
Denmark,DNK,"Feb 11, 2020",0
Denmark,DNK,"Feb 12, 2020",0
Denmark,DNK,"Feb 13, 2020",0
Denmark,DNK,"Feb 14, 2020",0
Denmark,DNK,"Feb 15, 2020",0
Denmark,DNK,"Feb 16, 2020",0
Denmark,DNK,"Feb 17, 2020",0
Denmark,DNK,"Feb 18, 2020",0
Denmark,DNK,"Feb 19, 2020",0
Denmark,DNK,"Feb 20, 2020",0
Denmark,DNK,"Feb 21, 2020",0
Denmark,DNK,"Feb 22, 2020",0
Denmark,DNK,"Feb 23, 2020",0
Denmark,DNK,"Feb 24, 2020",0
Denmark,DNK,"Feb 25, 2020",0
Denmark,DNK,"Feb 26, 2020",0
Denmark,DNK,"Feb 27, 2020",0
Denmark,DNK,"Feb 28, 2020",0
Denmark,DNK,"Feb 29, 2020",0
Denmark,DNK,"Mar 1, 2020",0
Denmark,DNK,"Mar 2, 2020",0
Denmark,DNK,"Mar 3, 2020",0
Denmark,DNK,"Mar 4, 2020",0
Denmark,DNK,"Mar 5, 2020",0
Denmark,DNK,"Mar 6, 2020",0
Denmark,DNK,"Mar 7, 2020",0
Denmark,DNK,"Mar 8, 2020",0
Denmark,DNK,"Mar 9, 2020",0
Denmark,DNK,"Mar 10, 2020",0
Denmark,DNK,"Mar 11, 2020",0
Denmark,DNK,"Mar 12, 2020",0
Denmark,DNK,"Mar 13, 2020",0
Denmark,DNK,"Mar 14, 2020",0
Denmark,DNK,"Mar 15, 2020",0
Denmark,DNK,"Mar 16, 2020",1
Denmark,DNK,"Mar 17, 2020",1
Denmark,DNK,"Mar 18, 2020",4
Denmark,DNK,"Mar 19, 2020",4
Denmark,DNK,"Mar 20, 2020",6
Denmark,DNK,"Mar 21, 2020",9
Denmark,DNK,"Mar 22, 2020",13
Denmark,DNK,"Mar 23, 2020",13
Denmark,DNK,"Mar 24, 2020",24
Denmark,DNK,"Mar 25, 2020",32
Denmark,DNK,"Mar 26, 2020",34
Denmark,DNK,"Mar 27, 2020",41
Denmark,DNK,"Mar 28, 2020",52
Denmark,DNK,"Mar 29, 2020",65
Denmark,DNK,"Mar 30, 2020",72
Denmark,DNK,"Mar 31, 2020",77
Denmark,DNK,"Apr 1, 2020",90
Denmark,DNK,"Apr 2, 2020",104
Denmark,DNK,"Apr 3, 2020",123
Denmark,DNK,"Apr 4, 2020",139
Denmark,DNK,"Apr 5, 2020",161
Denmark,DNK,"Apr 6, 2020",179
Denmark,DNK,"Apr 7, 2020",187
Denmark,DNK,"Apr 8, 2020",203
Denmark,DNK,"Apr 9, 2020",218
Denmark,DNK,"Apr 10, 2020",237
Denmark,DNK,"Apr 11, 2020",247
Denmark,DNK,"Apr 12, 2020",260
Denmark,DNK,"Apr 13, 2020",273
Denmark,DNK,"Apr 14, 2020",285
Denmark,DNK,"Apr 15, 2020",299
Denmark,DNK,"Apr 16, 2020",309
Denmark,DNK,"Apr 17, 2020",321
Denmark,DNK,"Apr 18, 2020",336
Denmark,DNK,"Apr 19, 2020",346
Denmark,DNK,"Apr 20, 2020",355
Denmark,DNK,"Apr 21, 2020",364
Denmark,DNK,"Apr 22, 2020",370
Denmark,DNK,"Apr 23, 2020",384
Denmark,DNK,"Apr 24, 2020",394
Denmark,DNK,"Apr 25, 2020",403
Denmark,DNK,"Apr 26, 2020",418
Denmark,DNK,"Apr 27, 2020",422
Denmark,DNK,"Apr 28, 2020",427
Denmark,DNK,"Apr 29, 2020",434
Denmark,DNK,"Apr 30, 2020",443
Denmark,DNK,"May 1, 2020",452
Denmark,DNK,"May 2, 2020",462
Denmark,DNK,"May 3, 2020",473
Denmark,DNK,"May 4, 2020",481
Denmark,DNK,"May 5, 2020",490
Denmark,DNK,"May 6, 2020",497
Denmark,DNK,"May 7, 2020",500
Denmark,DNK,"May 8, 2020",506
Denmark,DNK,"May 9, 2020",512
Denmark,DNK,"May 10, 2020",516
Denmark,DNK,"May 11, 2020",519
Denmark,DNK,"May 12, 2020",524
Denmark,DNK,"May 13, 2020",528
Denmark,DNK,"May 14, 2020",534
Denmark,DNK,"May 15, 2020",538
Denmark,DNK,"May 16, 2020",538
Denmark,DNK,"May 17, 2020",543
Denmark,DNK,"May 18, 2020",547
Denmark,DNK,"May 19, 2020",548
Denmark,DNK,"May 20, 2020",551
Denmark,DNK,"May 21, 2020",554
Denmark,DNK,"May 22, 2020",561
Denmark,DNK,"May 23, 2020",561
Denmark,DNK,"May 24, 2020",561
Denmark,DNK,"May 25, 2020",562
Denmark,DNK,"May 26, 2020",563
Denmark,DNK,"May 27, 2020",563
Denmark,DNK,"May 28, 2020",565
Denmark,DNK,"May 29, 2020",568
Denmark,DNK,"May 30, 2020",568
Denmark,DNK,"May 31, 2020",571
Denmark,DNK,"Jun 1, 2020",574
Denmark,DNK,"Jun 2, 2020",576
Denmark,DNK,"Jun 3, 2020",580
Denmark,DNK,"Jun 4, 2020",580
Denmark,DNK,"Jun 5, 2020",582
Denmark,DNK,"Jun 6, 2020",586
Denmark,DNK,"Jun 7, 2020",587
Denmark,DNK,"Jun 8, 2020",589
Denmark,DNK,"Jun 9, 2020",593
Denmark,DNK,"Jun 10, 2020",593
Denmark,DNK,"Jun 11, 2020",593
Denmark,DNK,"Jun 12, 2020",593
Denmark,DNK,"Jun 13, 2020",594
Denmark,DNK,"Jun 14, 2020",597
Denmark,DNK,"Jun 15, 2020",597
Denmark,DNK,"Jun 16, 2020",598
Denmark,DNK,"Jun 17, 2020",598
Denmark,DNK,"Jun 18, 2020",598
Denmark,DNK,"Jun 19, 2020",600
Denmark,DNK,"Jun 20, 2020",600
Denmark,DNK,"Jun 21, 2020",600
Denmark,DNK,"Jun 22, 2020",600
Denmark,DNK,"Jun 23, 2020",602
Denmark,DNK,"Jun 24, 2020",603
Denmark,DNK,"Jun 25, 2020",603
Denmark,DNK,"Jun 26, 2020",603
Denmark,DNK,"Jun 27, 2020",604
Denmark,DNK,"Jun 28, 2020",604
Denmark,DNK,"Jun 29, 2020",604
Denmark,DNK,"Jun 30, 2020",605
Denmark,DNK,"Jul 1, 2020",605
Denmark,DNK,"Jul 2, 2020",606
Denmark,DNK,"Jul 3, 2020",606
Denmark,DNK,"Jul 4, 2020",606
Denmark,DNK,"Jul 5, 2020",606
Denmark,DNK,"Jul 6, 2020",606
Denmark,DNK,"Jul 7, 2020",607
Denmark,DNK,"Jul 8, 2020",609
Denmark,DNK,"Jul 9, 2020",609
Denmark,DNK,"Jul 10, 2020",609
Denmark,DNK,"Jul 11, 2020",609
Denmark,DNK,"Jul 12, 2020",609
Denmark,DNK,"Jul 13, 2020",609
Denmark,DNK,"Jul 14, 2020",610
Denmark,DNK,"Jul 15, 2020",610
Denmark,DNK,"Jul 16, 2020",610
Denmark,DNK,"Jul 17, 2020",610
Denmark,DNK,"Jul 18, 2020",611
Denmark,DNK,"Jul 19, 2020",611
Djibouti,DJI,"Mar 19, 2020",0
Djibouti,DJI,"Mar 20, 2020",0
Djibouti,DJI,"Mar 21, 2020",0
Djibouti,DJI,"Mar 22, 2020",0
Djibouti,DJI,"Mar 23, 2020",0
Djibouti,DJI,"Mar 24, 2020",0
Djibouti,DJI,"Mar 25, 2020",0
Djibouti,DJI,"Mar 26, 2020",0
Djibouti,DJI,"Mar 27, 2020",0
Djibouti,DJI,"Mar 28, 2020",0
Djibouti,DJI,"Mar 29, 2020",0
Djibouti,DJI,"Mar 30, 2020",0
Djibouti,DJI,"Mar 31, 2020",0
Djibouti,DJI,"Apr 1, 2020",0
Djibouti,DJI,"Apr 2, 2020",0
Djibouti,DJI,"Apr 3, 2020",0
Djibouti,DJI,"Apr 4, 2020",0
Djibouti,DJI,"Apr 5, 2020",0
Djibouti,DJI,"Apr 6, 2020",0
Djibouti,DJI,"Apr 7, 2020",0
Djibouti,DJI,"Apr 8, 2020",0
Djibouti,DJI,"Apr 9, 2020",0
Djibouti,DJI,"Apr 10, 2020",1
Djibouti,DJI,"Apr 11, 2020",1
Djibouti,DJI,"Apr 12, 2020",2
Djibouti,DJI,"Apr 13, 2020",2
Djibouti,DJI,"Apr 14, 2020",2
Djibouti,DJI,"Apr 15, 2020",2
Djibouti,DJI,"Apr 16, 2020",2
Djibouti,DJI,"Apr 17, 2020",2
Djibouti,DJI,"Apr 18, 2020",2
Djibouti,DJI,"Apr 19, 2020",2
Djibouti,DJI,"Apr 20, 2020",2
Djibouti,DJI,"Apr 21, 2020",2
Djibouti,DJI,"Apr 22, 2020",2
Djibouti,DJI,"Apr 23, 2020",2
Djibouti,DJI,"Apr 24, 2020",2
Djibouti,DJI,"Apr 25, 2020",2
Djibouti,DJI,"Apr 26, 2020",2
Djibouti,DJI,"Apr 27, 2020",2
Djibouti,DJI,"Apr 28, 2020",2
Djibouti,DJI,"Apr 29, 2020",2
Djibouti,DJI,"Apr 30, 2020",2
Djibouti,DJI,"May 1, 2020",2
Djibouti,DJI,"May 2, 2020",2
Djibouti,DJI,"May 3, 2020",2
Djibouti,DJI,"May 4, 2020",2
Djibouti,DJI,"May 5, 2020",2
Djibouti,DJI,"May 6, 2020",2
Djibouti,DJI,"May 7, 2020",3
Djibouti,DJI,"May 8, 2020",3
Djibouti,DJI,"May 9, 2020",3
Djibouti,DJI,"May 10, 2020",3
Djibouti,DJI,"May 11, 2020",3
Djibouti,DJI,"May 12, 2020",3
Djibouti,DJI,"May 13, 2020",3
Djibouti,DJI,"May 14, 2020",3
Djibouti,DJI,"May 15, 2020",3
Djibouti,DJI,"May 16, 2020",4
Djibouti,DJI,"May 17, 2020",4
Djibouti,DJI,"May 18, 2020",4
Djibouti,DJI,"May 19, 2020",7
Djibouti,DJI,"May 20, 2020",7
Djibouti,DJI,"May 21, 2020",9
Djibouti,DJI,"May 22, 2020",10
Djibouti,DJI,"May 23, 2020",10
Djibouti,DJI,"May 24, 2020",10
Djibouti,DJI,"May 25, 2020",10
Djibouti,DJI,"May 26, 2020",14
Djibouti,DJI,"May 27, 2020",14
Djibouti,DJI,"May 28, 2020",18
Djibouti,DJI,"May 29, 2020",20
Djibouti,DJI,"May 30, 2020",20
Djibouti,DJI,"May 31, 2020",22
Djibouti,DJI,"Jun 1, 2020",24
Djibouti,DJI,"Jun 2, 2020",24
Djibouti,DJI,"Jun 3, 2020",25
Djibouti,DJI,"Jun 4, 2020",26
Djibouti,DJI,"Jun 5, 2020",26
Djibouti,DJI,"Jun 6, 2020",26
Djibouti,DJI,"Jun 7, 2020",26
Djibouti,DJI,"Jun 8, 2020",28
Djibouti,DJI,"Jun 9, 2020",31
Djibouti,DJI,"Jun 10, 2020",34
Djibouti,DJI,"Jun 11, 2020",34
Djibouti,DJI,"Jun 12, 2020",37
Djibouti,DJI,"Jun 13, 2020",38
Djibouti,DJI,"Jun 14, 2020",41
Djibouti,DJI,"Jun 15, 2020",43
Djibouti,DJI,"Jun 16, 2020",43
Djibouti,DJI,"Jun 17, 2020",43
Djibouti,DJI,"Jun 18, 2020",43
Djibouti,DJI,"Jun 19, 2020",43
Djibouti,DJI,"Jun 20, 2020",45
Djibouti,DJI,"Jun 21, 2020",45
Djibouti,DJI,"Jun 22, 2020",45
Djibouti,DJI,"Jun 23, 2020",48
Djibouti,DJI,"Jun 24, 2020",49
Djibouti,DJI,"Jun 25, 2020",52
Djibouti,DJI,"Jun 26, 2020",52
Djibouti,DJI,"Jun 27, 2020",52
Djibouti,DJI,"Jun 28, 2020",52
Djibouti,DJI,"Jun 29, 2020",52
Djibouti,DJI,"Jun 30, 2020",53
Djibouti,DJI,"Jul 1, 2020",54
Djibouti,DJI,"Jul 2, 2020",55
Djibouti,DJI,"Jul 3, 2020",55
Djibouti,DJI,"Jul 4, 2020",55
Djibouti,DJI,"Jul 5, 2020",55
Djibouti,DJI,"Jul 6, 2020",55
Djibouti,DJI,"Jul 7, 2020",55
Djibouti,DJI,"Jul 8, 2020",55
Djibouti,DJI,"Jul 9, 2020",55
Djibouti,DJI,"Jul 10, 2020",56
Djibouti,DJI,"Jul 11, 2020",56
Djibouti,DJI,"Jul 12, 2020",56
Djibouti,DJI,"Jul 13, 2020",56
Djibouti,DJI,"Jul 14, 2020",56
Djibouti,DJI,"Jul 15, 2020",56
Djibouti,DJI,"Jul 16, 2020",56
Djibouti,DJI,"Jul 17, 2020",56
Djibouti,DJI,"Jul 18, 2020",56
Djibouti,DJI,"Jul 19, 2020",56
Dominica,DMA,"Mar 23, 2020",0
Dominica,DMA,"Mar 24, 2020",0
Dominica,DMA,"Mar 25, 2020",0
Dominica,DMA,"Mar 26, 2020",0
Dominica,DMA,"Mar 27, 2020",0
Dominica,DMA,"Mar 28, 2020",0
Dominica,DMA,"Mar 29, 2020",0
Dominica,DMA,"Mar 30, 2020",0
Dominica,DMA,"Mar 31, 2020",0
Dominica,DMA,"Apr 1, 2020",0
Dominica,DMA,"Apr 2, 2020",0
Dominica,DMA,"Apr 3, 2020",0
Dominica,DMA,"Apr 4, 2020",0
Dominica,DMA,"Apr 5, 2020",0
Dominica,DMA,"Apr 6, 2020",0
Dominica,DMA,"Apr 7, 2020",0
Dominica,DMA,"Apr 8, 2020",0
Dominica,DMA,"Apr 9, 2020",0
